,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2022-01-08-19,1016.5,-999,16.1,-999,77,0.6,69,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-08-20,1016.8,-999,16.2,-999,78,1.0,64,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-08-21,1016.7,-999,16.4,-999,79,1.0,69,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-22,1016.4,-999,16.5,-999,79,1.3,68,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-23,1016.1,-999,16.4,-999,79,0.9,63,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-24,1015.7,-999,16.3,-999,79,1.4,74,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-01,1015.4,-999,16.5,-999,79,0.4,77,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-02,1014.9,-999,16.5,-999,79,0.7,76,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-03,1014.5,-999,16.5,-999,77,0.6,67,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-04,1014.0,-999,16.5,-999,78,0.3,75,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-05,1014.2,-999,15.5,-999,89,0.0,0,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2022-01-09-06,1014.5,-999,14.8,-999,95,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-07,1014.8,-999,14.7,-999,96,0.3,303,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-08,1015.2,-999,14.8,-999,96,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-09,1015.4,-999,15.1,-999,96,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-10,/,-999,/,-999,/,/,/,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-11,1014.7,-999,16.2,-999,88,1.5,54,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-12,/,-999,/,-999,/,/,/,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-13,1012.8,-999,17.0,-999,86,0.0,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-14,1012.1,-999,17.4,-999,84,0.4,68,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-15,1012.0,-999,17.4,-999,84,0.1,0,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-16,1012.5,-999,16.9,-999,86,0.5,68,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-17,1013.3,-999,16.8,-999,88,0.5,14,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-18,1014.0,-999,15.5,-999,96,0.4,59,-999,-999,3.0,-999,-999,-999,-999,-999,-999
2022-01-09-19,1014.7,-999,15.3,-999,97,0.3,40,-999,-999,6.0,-999,-999,-999,-999,-999,-999
2022-01-09-20,1014.9,-999,15.1,-999,98,0.0,0,-999,-999,2.0,-999,-999,-999,-999,-999,-999
2022-01-09-21,1014.8,-999,15.2,-999,98,0.3,60,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-09-22,1014.8,-999,15.4,-999,98,1.0,57,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-23,1014.4,-999,15.4,-999,97,1.4,54,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-09-24,1014.1,-999,15.6,-999,95,1.7,60,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-10-01,1014.0,-999,15.7,-999,94,1.4,65,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-10-02,1013.6,-999,15.3,-999,96,1.1,66,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2022-01-10-03,1013.3,-999,15.2,-999,97,0.7,59,-999,-999,0.5,-999,-999,-999,-999,-999,-999
2022-01-10-04,1013.0,-999,15.1,-999,97,1.1,62,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-10-05,1013.3,-999,15.2,-999,97,0.1,0,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2022-01-10-06,1013.7,-999,15.1,-999,98,0.0,0,-999,-999,1.0,-999,-999,-999,-999,-999,-999
2022-01-10-07,1014.0,-999,15.2,-999,98,0.4,63,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-10-08,1014.2,-999,15.4,-999,98,0.7,56,-999,-999,&,-999,-999,-999,-999,-999,-999
2022-01-10-09,1014.6,-999,15.7,-999,96,1.1,65,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-10-10,1014.5,-999,16.2,-999,91,0.8,68,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-10-11,1014.0,-999,16.7,-999,88,0.6,81,-999,-999,0.0,-999,-999,-999,-999,-999,-999
